fragment;ai
rec122_20140423_15.21.18(1110-1125).csv;70.0
rec122_20140423_15.21.18(1125-1140).csv;70.0
rec122_20140423_15.21.18(1140-1155).csv;70.0
rec122_20140423_15.21.18(1155-1170).csv;70.0
rec122_20140423_15.21.18(1170-1185).csv;70.0
rec122_20140423_15.21.18(1185-1200).csv;70.0
rec122_20140423_15.21.18(1200-1215).csv;66.0
rec122_20140423_15.21.18(1215-1230).csv;50.0
rec122_20140423_15.21.18(915-930).csv;50.0
rec122_20140423_15.21.18(930-945).csv;50.0
rec122_20140423_15.21.18(945-960).csv;50.0
rec122_20140423_15.21.18(960-975).csv;50.0
rec122_20140423_15.21.18(975-990).csv;50.0
rec122_20140423_15.21.18(990-1005).csv;50.0
rec122_20140423_15.21.18(1230-1245).csv;50.0
rec122_20140423_15.21.18(1245-1260).csv;50.0
rec122_20140423_15.21.18(1260-1275).csv;50.0
rec122_20140423_15.21.18(1275-1290).csv;50.0
rec122_20140423_15.21.18(1290-1305).csv;54.0
rec122_20140423_15.21.18(1305-1320).csv;70.0
rec122_20140423_15.21.18(1320-1335).csv;70.0
rec122_20140423_15.21.18(1335-1350).csv;70.0
rec122_20140423_15.21.18(1350-1365).csv;70.0
rec122_20140423_15.21.18(1365-1380).csv;70.0
rec122_20140423_15.21.18(1380-1395).csv;70.0
rec122_20140423_15.21.18(1395-1410).csv;70.0
rec122_20140423_15.21.18(1410-1425).csv;73.0
rec122_20140423_15.21.18(1425-1440).csv;85.0
rec122_20140423_15.21.18(1440-1455).csv;85.0
rec122_20140423_15.21.18(1455-1470).csv;85.0
rec122_20140423_15.21.18(1470-1485).csv;85.0
rec122_20140423_15.21.18(1485-1500).csv;85.0
rec122_20140423_15.21.18(1500-1515).csv;85.0
rec122_20140423_15.21.18(1515-1530).csv;85.0
rec122_20140423_15.21.18(1530-1545).csv;85.0
rec122_20140423_15.21.18(1545-1560).csv;85.0
rec122_20140423_15.21.18(1560-1575).csv;85.0
rec122_20140423_15.21.18(1575-1590).csv;85.0
rec122_20140423_15.21.18(1590-1605).csv;85.0
rec122_20140423_15.21.18(1605-1620).csv;85.0
rec122_20140423_15.21.18(1620-1635).csv;85.0
rec122_20140423_15.21.18(1635-1650).csv;85.0
rec122_20140423_15.21.18(1650-1665).csv;85.0
rec122_20140423_15.21.18(1665-1680).csv;85.0
rec122_20140423_15.21.18(1680-1695).csv;85.0
rec122_20140423_15.21.18(1695-1710).csv;85.0
rec122_20140423_15.21.18(1710-1725).csv;85.0
rec122_20140423_15.21.18(1725-1740).csv;78.0
rec122_20140423_15.21.18(1740-1755).csv;70.0
rec122_20140423_15.21.18(1755-1770).csv;70.0
rec122_20140423_15.21.18(1770-1785).csv;70.0
rec122_20140423_15.21.18(1785-1800).csv;70.0
rec122_20140423_15.21.18(1800-1815).csv;70.0
rec122_20140423_15.21.18(1815-1830).csv;70.0
rec122_20140423_15.21.18(1830-1845).csv;70.0
rec122_20140423_15.21.18(1845-1860).csv;70.0
rec122_20140423_15.21.18(1860-1875).csv;70.0
rec122_20140423_15.21.18(1875-1890).csv;70.0
rec122_20140423_15.21.18(1890-1905).csv;70.0
rec122_20140423_15.21.18(1905-1920).csv;70.0
rec122_20140423_15.21.18(1920-1935).csv;70.0
rec122_20140423_15.21.18(1935-1950).csv;78.0
rec122_20140423_15.21.18(1950-1965).csv;85.0
rec122_20140423_15.21.18(1965-1980).csv;85.0
rec122_20140423_15.21.18(1980-1995).csv;85.0
rec122_20140423_15.21.18(1995-2010).csv;85.0
rec122_20140423_15.21.18(2010-2025).csv;85.0
rec122_20140423_15.21.18(2025-2040).csv;85.0
rec122_20140423_15.21.18(2040-2055).csv;85.0
rec122_20140423_15.21.18(2055-2070).csv;85.0
rec122_20140423_15.21.18(2070-2085).csv;85.0
rec122_20140423_15.21.18(2085-2100).csv;85.8
rec122_20140423_15.21.18(2100-2115).csv;97.0
rec122_20140423_15.21.18(2115-2130).csv;97.0
rec122_20140423_15.21.18(2130-2145).csv;97.0
rec123_20140428_11.08.03(0-15).csv;50.0
rec123_20140428_11.08.03(105-120).csv;50.0
rec123_20140428_11.08.03(120-135).csv;50.0
rec123_20140428_11.08.03(135-150).csv;50.0
rec123_20140428_11.08.03(15-30).csv;50.0
rec123_20140428_11.08.03(150-165).csv;50.0
rec123_20140428_11.08.03(165-180).csv;50.0
rec123_20140428_11.08.03(180-195).csv;50.0
rec123_20140428_11.08.03(195-210).csv;50.0
rec123_20140428_11.08.03(210-225).csv;50.0
rec123_20140428_11.08.03(225-240).csv;50.0
rec123_20140428_11.08.03(240-255).csv;50.0
rec123_20140428_11.08.03(255-270).csv;50.0
rec123_20140428_11.08.03(270-285).csv;50.0
rec123_20140428_11.08.03(285-300).csv;50.0
rec123_20140428_11.08.03(30-45).csv;50.0
rec123_20140428_11.08.03(45-60).csv;50.0
rec123_20140428_11.08.03(60-75).csv;50.0
rec123_20140428_11.08.03(75-90).csv;50.0
rec123_20140428_11.08.03(90-105).csv;50.0
rec123_20140428_11.08.03(300-315).csv;50.0
rec123_20140428_11.08.03(315-330).csv;50.0
rec123_20140428_11.08.03(330-345).csv;50.0
rec123_20140428_11.08.03(345-360).csv;50.0
rec123_20140428_11.08.03(360-375).csv;50.0
rec123_20140428_11.08.03(375-390).csv;50.0
rec123_20140428_11.08.03(390-405).csv;50.0
rec123_20140428_11.08.03(405-420).csv;50.0
rec123_20140428_11.08.03(420-435).csv;50.0
rec123_20140428_11.08.03(435-450).csv;50.0
rec123_20140428_11.08.03(450-465).csv;50.0
rec123_20140428_11.08.03(465-480).csv;50.0
rec123_20140428_11.08.03(480-495).csv;50.0
rec123_20140428_11.08.03(495-510).csv;50.0
rec123_20140428_11.08.03(510-525).csv;50.0
rec123_20140428_11.08.03(525-540).csv;50.0
rec123_20140428_11.08.03(540-555).csv;50.0
rec123_20140428_11.08.03(555-570).csv;50.0
rec123_20140428_11.08.03(570-585).csv;50.0
rec123_20140428_11.08.03(585-600).csv;50.0
rec123_20140428_11.08.03(600-615).csv;50.0
rec123_20140428_11.08.03(615-630).csv;50.0
rec123_20140428_11.08.03(630-645).csv;50.0
rec123_20140428_11.08.03(645-660).csv;50.0
rec123_20140428_11.08.03(660-675).csv;50.0
rec123_20140428_11.08.03(675-690).csv;50.0
rec123_20140428_11.08.03(690-705).csv;50.0
rec123_20140428_11.08.03(705-720).csv;50.0
rec123_20140428_11.08.03(720-735).csv;50.0
rec123_20140428_11.08.03(735-750).csv;50.0
rec123_20140428_11.08.03(750-765).csv;50.0
rec123_20140428_11.08.03(765-780).csv;50.0
rec123_20140428_11.08.03(780-795).csv;50.0
rec123_20140428_11.08.03(795-810).csv;50.0
rec123_20140428_11.08.03(810-825).csv;50.0
rec123_20140428_11.08.03(825-840).csv;50.0
rec123_20140428_11.08.03(840-855).csv;50.0
rec123_20140428_11.08.03(855-870).csv;50.0
rec123_20140428_11.08.03(870-885).csv;50.0
rec123_20140428_11.08.03(885-900).csv;50.0
rec123_20140428_11.08.03(1005-1020).csv;50.0
rec123_20140428_11.08.03(1020-1035).csv;50.0
rec123_20140428_11.08.03(1035-1050).csv;50.0
rec123_20140428_11.08.03(1050-1065).csv;50.0
rec123_20140428_11.08.03(1065-1080).csv;50.0
rec123_20140428_11.08.03(1080-1095).csv;50.0
rec123_20140428_11.08.03(1095-1110).csv;50.0
rec123_20140428_11.08.03(1110-1125).csv;50.0
rec123_20140428_11.08.03(1125-1140).csv;50.0
rec123_20140428_11.08.03(1140-1155).csv;50.0
rec123_20140428_11.08.03(1155-1170).csv;50.0
rec123_20140428_11.08.03(1170-1185).csv;50.0
rec123_20140428_11.08.03(1185-1200).csv;50.0
rec123_20140428_11.08.03(900-915).csv;50.0
rec123_20140428_11.08.03(915-930).csv;50.0
rec123_20140428_11.08.03(930-945).csv;50.0
rec123_20140428_11.08.03(945-960).csv;50.0
rec123_20140428_11.08.03(960-975).csv;50.0
rec123_20140428_11.08.03(975-990).csv;50.0
rec123_20140428_11.08.03(990-1005).csv;50.0
rec123_20140428_11.08.03(1200-1215).csv;50.0
rec123_20140428_11.08.03(1215-1230).csv;50.0
rec123_20140428_11.08.03(1230-1245).csv;50.0
rec123_20140428_11.08.03(1245-1260).csv;50.0
rec123_20140428_11.08.03(1260-1275).csv;50.0
rec123_20140428_11.08.03(1275-1290).csv;50.0
rec123_20140428_11.08.03(1290-1305).csv;50.0
rec123_20140428_11.08.03(1305-1320).csv;50.0
rec123_20140428_11.08.03(1320-1335).csv;50.0
rec123_20140428_11.08.03(1335-1350).csv;50.0
rec123_20140428_11.08.03(1350-1365).csv;50.0
rec123_20140428_11.08.03(1365-1380).csv;54.0
rec123_20140428_11.08.03(1380-1395).csv;70.0
rec123_20140428_11.08.03(1395-1410).csv;70.0
rec123_20140428_11.08.03(1410-1425).csv;70.0
rec123_20140428_11.08.03(1425-1440).csv;70.0
rec123_20140428_11.08.03(1440-1455).csv;70.0
rec123_20140428_11.08.03(1455-1470).csv;58.0
rec123_20140428_11.08.03(1470-1485).csv;50.0
rec123_20140428_11.08.03(1485-1500).csv;50.0
rec123_20140428_11.08.03(1500-1515).csv;50.0
rec123_20140428_11.08.03(1515-1530).csv;50.0
rec123_20140428_11.08.03(1530-1545).csv;50.0
rec123_20140428_11.08.03(1545-1560).csv;50.0
rec123_20140428_11.08.03(1560-1575).csv;50.0
rec123_20140428_11.08.03(1575-1590).csv;50.0
rec123_20140428_11.08.03(1590-1605).csv;50.0
rec123_20140428_11.08.03(1605-1620).csv;50.0
rec123_20140428_11.08.03(1620-1635).csv;50.0
rec123_20140428_11.08.03(1635-1650).csv;50.0
rec123_20140428_11.08.03(1650-1665).csv;50.0
rec123_20140428_11.08.03(1665-1680).csv;50.0
rec123_20140428_11.08.03(1680-1695).csv;50.0
rec123_20140428_11.08.03(1695-1710).csv;50.0
rec123_20140428_11.08.03(1710-1725).csv;50.0
rec123_20140428_11.08.03(1725-1740).csv;50.0
rec123_20140428_11.08.03(1740-1755).csv;50.0
rec123_20140428_11.08.03(1755-1770).csv;50.0
rec123_20140428_11.08.03(1770-1785).csv;50.0
rec123_20140428_11.08.03(1785-1800).csv;50.0
rec123_20140428_11.08.03(1800-1815).csv;50.0
rec123_20140428_11.08.03(1815-1830).csv;50.0
rec123_20140428_11.08.03(1830-1845).csv;50.0
rec123_20140428_11.08.03(1845-1860).csv;50.0
rec123_20140428_11.08.03(1860-1875).csv;50.0
rec123_20140428_11.08.03(1875-1890).csv;50.0
rec123_20140428_11.08.03(1890-1905).csv;50.0
rec123_20140428_11.08.03(1905-1920).csv;50.0
rec123_20140428_11.08.03(1920-1935).csv;50.0
rec123_20140428_11.08.03(1935-1950).csv;50.0
rec123_20140428_11.08.03(1950-1965).csv;50.0
rec123_20140428_11.08.03(1965-1980).csv;50.0
rec123_20140428_11.08.03(1980-1995).csv;50.0
rec123_20140428_11.08.03(1995-2010).csv;50.0
rec123_20140428_11.08.03(2010-2025).csv;50.0
rec123_20140428_11.08.03(2025-2040).csv;50.0
rec123_20140428_11.08.03(2040-2055).csv;50.0
rec123_20140428_11.08.03(2055-2070).csv;50.0
rec123_20140428_11.08.03(2070-2085).csv;50.0
rec123_20140428_11.08.03(2085-2100).csv;50.0
rec123_20140428_11.08.03(2100-2115).csv;50.0
rec123_20140428_11.08.03(2115-2130).csv;50.0
rec123_20140428_11.08.03(2130-2145).csv;50.0
rec123_20140428_11.08.03(2145-2160).csv;50.0
rec123_20140428_11.08.03(2160-2175).csv;50.0
rec123_20140428_11.08.03(2175-2190).csv;50.0
rec123_20140428_11.08.03(2190-2205).csv;50.0
rec123_20140428_11.08.03(2205-2220).csv;50.0
rec123_20140428_11.08.03(2220-2235).csv;50.0
rec123_20140428_11.08.03(2235-2250).csv;50.0
rec123_20140428_11.08.03(2250-2265).csv;50.0
rec123_20140428_11.08.03(2265-2280).csv;50.0
rec123_20140428_11.08.03(2280-2295).csv;67.33333333333333
rec123_20140428_11.08.03(2295-2310).csv;70.0
rec123_20140428_11.08.03(2310-2325).csv;70.0
rec123_20140428_11.08.03(2325-2340).csv;70.0
rec123_20140428_11.08.03(2340-2355).csv;70.0
rec123_20140428_11.08.03(2355-2370).csv;70.0
rec123_20140428_11.08.03(2370-2385).csv;70.0
rec123_20140428_11.08.03(2385-2400).csv;70.0
rec123_20140428_11.08.03(2400-2415).csv;70.0
rec123_20140428_11.08.03(2415-2430).csv;70.0
rec123_20140428_11.08.03(2430-2445).csv;70.0
rec123_20140428_11.08.03(2445-2460).csv;70.0
rec123_20140428_11.08.03(2460-2475).csv;70.0
rec123_20140428_11.08.03(2475-2490).csv;70.0
rec123_20140428_11.08.03(2490-2505).csv;70.0
rec123_20140428_11.08.03(2505-2520).csv;70.0
rec123_20140428_11.08.03(2520-2535).csv;70.0
rec123_20140428_11.08.03(2535-2550).csv;70.0
rec123_20140428_11.08.03(2550-2565).csv;70.0
rec123_20140428_11.08.03(2565-2580).csv;70.0
rec123_20140428_11.08.03(2580-2595).csv;70.0
rec123_20140428_11.08.03(2595-2610).csv;70.0
rec123_20140428_11.08.03(2610-2625).csv;70.0
rec123_20140428_11.08.03(2625-2640).csv;70.0
rec123_20140428_11.08.03(2640-2655).csv;70.0
rec123_20140428_11.08.03(2655-2670).csv;70.0
rec123_20140428_11.08.03(2670-2685).csv;70.0
rec123_20140428_11.08.03(2685-2700).csv;70.0
rec123_20140428_11.08.03(2700-2715).csv;70.0
rec123_20140428_11.08.03(2715-2730).csv;70.0
rec123_20140428_11.08.03(2730-2745).csv;70.0
rec123_20140428_11.08.03(2745-2760).csv;70.0
rec123_20140428_11.08.03(2760-2775).csv;70.0
rec123_20140428_11.08.03(2775-2790).csv;70.0
rec123_20140428_11.08.03(2790-2805).csv;70.0
rec123_20140428_11.08.03(2805-2820).csv;70.0
rec123_20140428_11.08.03(2820-2835).csv;70.0
rec123_20140428_11.08.03(2835-2850).csv;70.0
rec123_20140428_11.08.03(2850-2865).csv;70.0
rec123_20140428_11.08.03(2865-2880).csv;70.0
rec123_20140428_11.08.03(2880-2895).csv;70.0
rec123_20140428_11.08.03(2895-2910).csv;70.0
rec123_20140428_11.08.03(2910-2925).csv;70.0
rec123_20140428_11.08.03(2925-2940).csv;70.0
rec123_20140428_11.08.03(2940-2955).csv;70.0
rec123_20140428_11.08.03(2955-2970).csv;70.0
rec123_20140428_11.08.03(2970-2985).csv;70.0
rec123_20140428_11.08.03(2985-3000).csv;70.0
rec123_20140428_11.08.03(3000-3015).csv;70.0
rec123_20140428_11.08.03(3015-3030).csv;70.0
rec123_20140428_11.08.03(3030-3045).csv;70.0
rec123_20140428_11.08.03(3045-3060).csv;70.0
rec123_20140428_11.08.03(3060-3075).csv;70.0
rec123_20140428_11.08.03(3075-3090).csv;70.0
rec123_20140428_11.08.03(3090-3105).csv;70.0
rec123_20140428_11.08.03(3105-3120).csv;70.0
rec123_20140428_11.08.03(3120-3135).csv;70.0
rec123_20140428_11.08.03(3135-3150).csv;70.0
rec123_20140428_11.08.03(3150-3165).csv;70.0
rec123_20140428_11.08.03(3165-3180).csv;70.0
rec123_20140428_11.08.03(3180-3195).csv;70.0
rec123_20140428_11.08.03(3195-3210).csv;70.0
rec123_20140428_11.08.03(3210-3225).csv;70.0
rec123_20140428_11.08.03(3225-3240).csv;70.0
rec123_20140428_11.08.03(3240-3255).csv;70.0
rec123_20140428_11.08.03(3255-3270).csv;70.0
rec123_20140428_11.08.03(3270-3285).csv;70.0
rec123_20140428_11.08.03(3285-3300).csv;70.0
rec123_20140428_11.08.03(3300-3315).csv;70.0
rec123_20140428_11.08.03(3315-3330).csv;70.0
rec123_20140428_11.08.03(3330-3345).csv;70.0
rec123_20140428_11.08.03(3345-3360).csv;70.0
rec123_20140428_11.08.03(3360-3375).csv;70.0
rec123_20140428_11.08.03(3375-3390).csv;70.0
rec123_20140428_11.08.03(3390-3405).csv;70.0
rec123_20140428_11.08.03(3405-3420).csv;70.0
rec123_20140428_11.08.03(3420-3435).csv;70.0
rec123_20140428_11.08.03(3435-3450).csv;70.0
rec123_20140428_11.08.03(3450-3465).csv;70.0
rec123_20140428_11.08.03(3465-3480).csv;70.0
rec123_20140428_11.08.03(3480-3495).csv;70.0
rec123_20140428_11.08.03(3495-3510).csv;70.0
rec123_20140428_11.08.03(3510-3525).csv;70.0
rec123_20140428_11.08.03(3525-3540).csv;70.0
rec123_20140428_11.08.03(3540-3555).csv;70.0
rec123_20140428_11.08.03(3555-3570).csv;70.0
rec123_20140428_11.08.03(3570-3585).csv;70.0
rec123_20140428_11.08.03(3585-3600).csv;70.0
rec123_20140428_11.08.03(3600-3615).csv;70.0
rec123_20140428_11.08.03(3615-3630).csv;70.0
rec123_20140428_11.08.03(3630-3645).csv;70.0
rec123_20140428_11.08.03(3645-3660).csv;70.0
rec123_20140428_11.08.03(3660-3675).csv;70.0
rec123_20140428_11.08.03(3675-3690).csv;70.0
rec123_20140428_11.08.03(3690-3705).csv;70.0
rec123_20140428_11.08.03(3705-3720).csv;70.0
rec123_20140428_11.08.03(3720-3735).csv;70.0
rec123_20140428_11.08.03(3735-3750).csv;70.0
rec123_20140428_11.08.03(3750-3765).csv;70.0
rec123_20140428_11.08.03(3765-3780).csv;70.0
rec123_20140428_11.08.03(3780-3795).csv;70.0
rec123_20140428_11.08.03(3795-3810).csv;82.0
rec123_20140428_11.08.03(3810-3825).csv;85.0
rec123_20140428_11.08.03(3825-3840).csv;85.0
rec123_20140428_11.08.03(3840-3855).csv;77.0
rec123_20140428_11.08.03(3855-3870).csv;70.0
rec123_20140428_11.08.03(3870-3885).csv;70.0
rec123_20140428_11.08.03(3885-3900).csv;70.0
rec123_20140428_11.08.03(3900-3915).csv;70.0
rec123_20140428_11.08.03(3915-3930).csv;70.0
rec123_20140428_11.08.03(3930-3945).csv;70.0
rec123_20140428_11.08.03(3945-3960).csv;70.0
rec123_20140428_11.08.03(3960-3975).csv;70.0
rec123_20140428_11.08.03(3975-3990).csv;70.0
rec123_20140428_11.08.03(3990-4005).csv;70.0
rec123_20140428_11.08.03(4005-4020).csv;70.0
rec123_20140428_11.08.03(4020-4035).csv;70.0
rec123_20140428_11.08.03(4035-4050).csv;70.0
rec123_20140428_11.08.03(4050-4065).csv;70.0
rec123_20140428_11.08.03(4065-4080).csv;70.0
rec123_20140428_11.08.03(4080-4095).csv;70.0
rec123_20140428_11.08.03(4095-4110).csv;70.0
rec123_20140428_11.08.03(4110-4125).csv;71.0
rec123_20140428_11.08.03(4125-4140).csv;85.0
rec123_20140428_11.08.03(4140-4155).csv;85.0
rec123_20140428_11.08.03(4155-4170).csv;85.0
rec123_20140428_11.08.03(4170-4185).csv;85.0
rec123_20140428_11.08.03(4185-4200).csv;85.0
rec123_20140428_11.08.03(4200-4215).csv;85.0
rec123_20140428_11.08.03(4215-4230).csv;85.0
rec123_20140428_11.08.03(4230-4245).csv;72.0
rec123_20140428_11.08.03(4245-4260).csv;70.0
rec123_20140428_11.08.03(4260-4275).csv;70.0
rec123_20140428_11.08.03(4275-4290).csv;70.0
rec123_20140428_11.08.03(4290-4305).csv;70.0
rec123_20140428_11.08.03(4305-4320).csv;66.0
rec123_20140428_11.08.03(4320-4335).csv;50.0
rec123_20140428_11.08.03(4335-4350).csv;50.0
rec123_20140428_11.08.03(4350-4365).csv;50.0
rec123_20140428_11.08.03(4365-4380).csv;56.666666666666664
rec123_20140428_11.08.03(4380-4395).csv;67.33333333333333
rec123_20140428_11.08.03(4395-4410).csv;50.0
rec123_20140428_11.08.03(4410-4425).csv;60.666666666666664
rec123_20140428_11.08.03(4425-4440).csv;66.0
rec123_20140428_11.08.03(4440-4455).csv;50.0
rec123_20140428_11.08.03(4455-4470).csv;50.0
rec123_20140428_11.08.03(4470-4485).csv;50.0
rec123_20140428_11.08.03(4485-4500).csv;50.0
rec123_20140428_11.08.03(4500-4515).csv;50.0
rec123_20140428_11.08.03(4515-4530).csv;50.0
rec123_20140428_11.08.03(4530-4545).csv;50.0
rec123_20140428_11.08.03(4545-4560).csv;50.0
rec123_20140428_11.08.03(4560-4575).csv;50.0
rec123_20140428_11.08.03(4575-4590).csv;54.0
rec123_20140428_11.08.03(4590-4605).csv;70.0
rec123_20140428_11.08.03(4605-4620).csv;70.0
rec123_20140428_11.08.03(4620-4635).csv;70.0
rec123_20140428_11.08.03(4635-4650).csv;70.0
rec123_20140428_11.08.03(4650-4665).csv;70.0
rec123_20140428_11.08.03(4665-4680).csv;70.0
rec123_20140428_11.08.03(4680-4695).csv;70.0
rec123_20140428_11.08.03(4695-4710).csv;70.0
rec123_20140428_11.08.03(4710-4725).csv;62.0
rec123_20140428_11.08.03(4725-4740).csv;50.0
rec123_20140428_11.08.03(4740-4755).csv;50.0
rec123_20140428_11.08.03(4755-4770).csv;62.0
rec123_20140428_11.08.03(4770-4785).csv;70.0
rec123_20140428_11.08.03(4785-4800).csv;70.0
rec123_20140428_11.08.03(4800-4815).csv;70.0
rec123_20140428_11.08.03(4815-4830).csv;70.0
rec123_20140428_11.08.03(4830-4845).csv;70.0
rec123_20140428_11.08.03(4845-4860).csv;70.0
rec123_20140428_11.08.03(4860-4875).csv;70.0
rec123_20140428_11.08.03(4875-4890).csv;70.0
rec123_20140428_11.08.03(4890-4905).csv;70.0
rec123_20140428_11.08.03(4905-4920).csv;70.0
rec123_20140428_11.08.03(4920-4935).csv;70.0
rec123_20140428_11.08.03(4935-4950).csv;70.0
rec123_20140428_11.08.03(4950-4965).csv;70.0
rec123_20140428_11.08.03(4965-4980).csv;70.0
rec123_20140428_11.08.03(4980-4995).csv;70.0
rec123_20140428_11.08.03(4995-5010).csv;70.0
rec123_20140428_11.08.03(5010-5025).csv;70.0
rec123_20140428_11.08.03(5025-5040).csv;70.0
rec123_20140428_11.08.03(5040-5055).csv;70.0
rec123_20140428_11.08.03(5055-5070).csv;70.0
rec123_20140428_11.08.03(5070-5085).csv;70.0
rec123_20140428_11.08.03(5085-5100).csv;70.0
rec123_20140428_11.08.03(5100-5115).csv;70.0
rec123_20140428_11.08.03(5115-5130).csv;70.0
rec123_20140428_11.08.03(5130-5145).csv;70.0
rec123_20140428_11.08.03(5145-5160).csv;70.0
rec123_20140428_11.08.03(5160-5175).csv;82.0
rec123_20140428_11.08.03(5175-5190).csv;85.0
rec123_20140428_11.08.03(5190-5205).csv;85.0
rec123_20140428_11.08.03(5205-5220).csv;85.0
rec123_20140428_11.08.03(5220-5235).csv;85.0
rec123_20140428_11.08.03(5235-5250).csv;85.0
rec123_20140428_11.08.03(5250-5265).csv;85.0
rec123_20140428_11.08.03(5265-5280).csv;85.0
rec123_20140428_11.08.03(5280-5295).csv;85.0
rec123_20140428_11.08.03(5295-5310).csv;85.0
rec123_20140428_11.08.03(5310-5325).csv;85.0
rec123_20140428_11.08.03(5325-5340).csv;85.0
rec123_20140428_11.08.03(5340-5355).csv;85.0
rec123_20140428_11.08.03(5355-5370).csv;85.0
rec123_20140428_11.08.03(5370-5385).csv;85.0
rec123_20140428_11.08.03(5385-5400).csv;85.0
rec123_20140428_11.08.03(5400-5415).csv;85.0
rec123_20140428_11.08.03(5415-5430).csv;85.0
rec123_20140428_11.08.03(5430-5445).csv;85.0
rec123_20140428_11.08.03(5445-5460).csv;85.0
rec123_20140428_11.08.03(5460-5475).csv;85.0
rec123_20140428_11.08.03(5475-5490).csv;85.0
rec123_20140428_11.08.03(5490-5505).csv;85.0
rec123_20140428_11.08.03(5505-5520).csv;85.0
rec123_20140428_11.08.03(5520-5535).csv;85.0
rec123_20140428_11.08.03(5535-5550).csv;85.0
rec123_20140428_11.08.03(5550-5565).csv;85.0
rec123_20140428_11.08.03(5565-5580).csv;87.4
rec123_20140428_11.08.03(5580-5595).csv;97.0
rec123_20140428_11.08.03(5595-5610).csv;97.0
rec124_20140428_12.49.26(0-15).csv;None
rec124_20140428_12.49.26(105-120).csv;70.0
rec124_20140428_12.49.26(120-135).csv;70.0
rec124_20140428_12.49.26(135-150).csv;70.0
rec124_20140428_12.49.26(15-30).csv;70.0
rec124_20140428_12.49.26(150-165).csv;70.0
rec124_20140428_12.49.26(165-180).csv;70.0
rec124_20140428_12.49.26(180-195).csv;70.0
rec124_20140428_12.49.26(195-210).csv;70.0
rec124_20140428_12.49.26(210-225).csv;70.0
rec124_20140428_12.49.26(225-240).csv;70.0
rec124_20140428_12.49.26(240-255).csv;70.0
rec124_20140428_12.49.26(255-270).csv;70.0
rec124_20140428_12.49.26(270-285).csv;70.0
rec124_20140428_12.49.26(285-300).csv;70.0
rec124_20140428_12.49.26(30-45).csv;70.0
rec124_20140428_12.49.26(300-315).csv;51.333333333333336
rec124_20140428_12.49.26(45-60).csv;70.0
rec124_20140428_12.49.26(60-75).csv;70.0
rec124_20140428_12.49.26(75-90).csv;70.0
rec124_20140428_12.49.26(90-105).csv;70.0
rec124_20140428_12.49.26(315-330).csv;50.0
rec124_20140428_12.49.26(330-345).csv;50.0
rec124_20140428_12.49.26(345-360).csv;50.0
rec124_20140428_12.49.26(360-375).csv;50.0
rec124_20140428_12.49.26(375-390).csv;50.0
rec124_20140428_12.49.26(390-405).csv;50.0
rec124_20140428_12.49.26(405-420).csv;60.666666666666664
rec124_20140428_12.49.26(420-435).csv;70.0
rec124_20140428_12.49.26(435-450).csv;70.0
rec124_20140428_12.49.26(450-465).csv;70.0
rec124_20140428_12.49.26(465-480).csv;70.0
rec124_20140428_12.49.26(480-495).csv;70.0
rec124_20140428_12.49.26(495-510).csv;70.0
rec124_20140428_12.49.26(510-525).csv;70.0
rec124_20140428_12.49.26(525-540).csv;70.0
rec124_20140428_12.49.26(540-555).csv;70.0
rec124_20140428_12.49.26(555-570).csv;70.0
rec124_20140428_12.49.26(570-585).csv;78.0
rec124_20140428_12.49.26(585-600).csv;85.0
rec124_20140428_12.49.26(600-615).csv;85.0
rec124_20140428_12.49.26(615-630).csv;85.0
rec124_20140428_12.49.26(630-645).csv;85.0
rec124_20140428_12.49.26(645-660).csv;85.0
rec124_20140428_12.49.26(660-675).csv;85.0
rec124_20140428_12.49.26(675-690).csv;85.0
rec124_20140428_12.49.26(690-705).csv;85.0
rec124_20140428_12.49.26(705-720).csv;85.0
rec124_20140428_12.49.26(720-735).csv;85.0
rec124_20140428_12.49.26(735-750).csv;85.0
rec124_20140428_12.49.26(750-765).csv;85.0
rec124_20140428_12.49.26(765-780).csv;85.0
rec124_20140428_12.49.26(780-795).csv;85.0
rec124_20140428_12.49.26(795-810).csv;85.0
rec124_20140428_12.49.26(810-825).csv;85.0
rec124_20140428_12.49.26(825-840).csv;85.0
rec124_20140428_12.49.26(840-855).csv;85.0
rec124_20140428_12.49.26(855-870).csv;73.0
rec124_20140428_12.49.26(870-885).csv;70.0
rec124_20140428_12.49.26(885-900).csv;70.0
rec124_20140428_12.49.26(900-915).csv;70.0
rec124_20140428_12.49.26(915-930).csv;70.0
rec124_20140428_12.49.26(1005-1020).csv;70.0
rec124_20140428_12.49.26(1020-1035).csv;70.0
rec124_20140428_12.49.26(1035-1050).csv;70.0
rec124_20140428_12.49.26(1050-1065).csv;81.0
rec124_20140428_12.49.26(1065-1080).csv;85.0
rec124_20140428_12.49.26(1080-1095).csv;74.0
rec124_20140428_12.49.26(1095-1110).csv;79.0
rec124_20140428_12.49.26(1110-1125).csv;74.0
rec124_20140428_12.49.26(1125-1140).csv;76.0
rec124_20140428_12.49.26(1140-1155).csv;85.0
rec124_20140428_12.49.26(1155-1170).csv;85.0
rec124_20140428_12.49.26(1170-1185).csv;85.0
rec124_20140428_12.49.26(1185-1200).csv;85.0
rec124_20140428_12.49.26(1200-1215).csv;85.0
rec124_20140428_12.49.26(1215-1230).csv;85.0
rec124_20140428_12.49.26(930-945).csv;70.0
